LoanID,CustomerName,Age,Gender,Region,EmploymentSector,MonthlyIncome,BranchID,OfficerID,ProductType,LoanAmount,InterestRate,CreditScoreAtOrigination,TermMonths,DisbursedDate
LN-104597,Leah Tanaka,49,M,Glasgow,Salaried,3771.0,BR005,OF011,Mortgage,40000.0,4.56,618,82,2024-05-28
LN-109609,Anna Adeyemi,32,M,Sheffield,Self-Employed,1159.0,BR010,OF015,SME,5000.0,9.03,569,41,25 December 2023
LN-105785,Niamh Campbell,40,M,Liverpool,Salaried,4682.0,BR007,OF030,Personal,25000.0,8.65,443,21,2024-01-25
LN-112769,Cormac Murray,29,F,Birmingham,Self-Employed,2351.0,BR003,OF012,Auto,7100.0,7.52,625,32,06/06/2024
LN-118352,Emily Wojcik,41,F,leeds,Public Sector,2255.0,BR004,OF029,Mortgage,50200.0,3.96,535,236,18 April 2024
LN-119480,Tanya Owusu,52,F,LIVERPOOL,public sector,1930.0,BR007,OF002,Personal,11200.0,11.73,572,14,22/07/2024
LN-100604,Cormac Mensah,52,M,Birmingham,Self-Employed,2992.0,BR003,OF008  ,Auto,"£34,800",8.07,551,39,14/12/2024
LN-119310,Siobhan Murray,48,F,Birmingham,Salaried,2913.0,BR003,OF031,Mortgage,116900.0,5.0,-1,282,19/11/2023
LN-110270,Raj Iqbal,38,M,Birmingham,gig/freelance,3085.0,BR003,OF012,Personal,14900.0,9.53,568,21,18 August 2024
LN-119180,Raj Byrne,39,F,Bristol,Public Sector,3002.0,BR006,OF007,Mortgage,"£52,000",3.9,657,286,17/07/2024
LN-107225,Wojciech Nwosu,21,M,Manchester,Self-Employed,1625.0,BR002,OF033,SME,5000.0,10.36,618,47,19 July 2024
LN-102311,Isla Murray,41,M,Liverpool,Public Sector,1726.0,BR007,OF027,Personal,8000.0,11.45,652,22,13/06/2024
LN-118213,Oliver Saleh,33,F,Sheffield,Self-Employed,1886.0,BR010,OF039  ,Personal,6700.0,9.27,559,28,4 November 2023
LN-113758,Kasia Liu,42,M,Sheffield,Gig/Freelance,1410.0,BR010,OF015,Auto,8600.0,7.65,577,54,2023-12-01
LN-101982,Noor Campbell,25,M,Liverpool,Gig/Freelance,1150.0,BR007,OF028,SME,6900.0,11.68,651,54,2024-06-30
LN-108391,Adaeze Liu,42,F,Glasgow,Salaried,2475.0,BR005,OF036,Mortgage,40000.0,5.68,491,77,2024-11-23
LN-108677,Amelia Hussain,33,F,Glasgow,Public Sector,3233.0, BR005 ,OF014,Personal,"£21,400",12.3,622,34,24/03/2024
LN-111462,Fraser Karimi,42,M,Birmingham,Salaried,3205.0,BR003,OF008,SME,20800.0,11.0,464,35,2024-04-11
LN-105728,Wei Diallo,26,F,Liverpool,Public Sector,2705.0,BR007,OF040,Personal,12100.0,14.74,659,28,2024-06-02
LN-102823,Ceri Liu,65,F,sheffield,Salaried,1706.0,BR010,OF015,Auto,"£27,500",6.04,624,54,2024-01-25
LN-104551,Yusuf Osei,32,M,Liverpool,Salaried,,BR007,OF022,Auto,"£7,000",5.59,594,46,2024-05-12
LN-105336,Thomas Ahmed,24,F,Bristol,Salaried,2035.0,BR006,OF032,Personal,5300.0,14.1,628,32,2024-01-26
LN-111437,Niamh Ahmed,45,M,Glasgow,Gig/Freelance,3045.0,BR005,OF026,SME,5000.0,8.56,607,26,2024-05-08
LN-104453,Hana Adeyemi,28,M,Bristol,Public Sector,1234.0,BR006,OF007,Auto,17200.0,6.55,477,30,28/11/2024
LN-108186,Sana Patel,33,F,Newcastle,Gig/Freelance,2014.0,BR009,OF018,Auto,6800.0,7.57,665,55,2024-01-09
LN-112093,Ceri Walsh,49,M,Glasgow,Public Sector,1117.0,BR005,OF036,Mortgage,40000.0,5.12,525,100,9 February 2024
LN-111353,Jack Ahmed,36,F,Newcastle,Salaried,1937.0,BR009,OF035,SME,10600.0,7.2,500,37,2024-04-03
LN-103749,Shanice Iqbal,40,M,Leeds,Salaried,2250.0,BR004,OF038,Personal,6500.0,14.03,624,35,13/11/2024
LN-117683,Declan Karimi,52,F,Liverpool,Gig/Freelance,1484.0,BR007,OF016,Personal,9300.0,12.01,0,25,01/11/2024
LN-115347,Aoife Walsh,37,F,Glasgow,Salaried,3005.0,BR005,OF036,Personal,10300.0,10.68,570,27,2023-10-12
LN-108001,Mei Osei,25,F,Leeds,Public Sector,4047.0,BR004,OF024,Personal,12600.0,11.29,674,20,04/10/2023
LN-118192,Jun Asante,43,M,Liverpool,Salaried,1591.0,BR007,OF002,Mortgage,40000.0,5.53,625,78,05/11/2024
LN-110986,Marta Owusu,23,M,Birmingham,Public Sector,1321.0,BR003,OF021,Auto,20400.0,8.04,571,50,2024-12-19
LN-111574,Raj Murray,50,F,Newcastle,Self-Employed,3561.0,BR009,OF018,SME,32600.0,9.55,0,25,2024-03-24
LN-119154,Thomas Malik,38,F,Birmingham,Salaried,2463.0,BR003,OF010,Mortgage,40000.0,4.45,655,66,4 November 2024
LN-109079,George Zhang,31,M,Glasgow,Public Sector,2374.0,BR005,OF026,Auto,11500.0,6.47,624,50,18/09/2024
LN-100524,Noor Wallace,30,M,London,Public Sector,1698.0,BR001,OF023,Auto,37700.0,5.43,553,46,2 August 2024
LN-116876,Femi Abara,35,M,Manchester,Public Sector,,BR002,OF033,Personal,4400.0,8.38,631,16,03/05/2024
LN-109139,Imran Karimi,36,M,liverpool,Public Sector,2117.0,BR007,OF002,Auto,8500.0,5.96,735,36,2024-06-06
LN-108450,Aoife Iqbal,37,M,London,Self-Employed,4553.0,BR001,OF023,Auto,47600.0,8.95,599,46,13/07/2024
LN-117957,Marta Malik,59,F,Leeds,Public Sector,1991.0,BR004,OF025,Mortgage,"£71,900",4.81,599,180,2024-10-03
LN-118478,Niamh Campbell,31,M,liverpool,Self-Employed,3789.0,BR007,OF027,Personal,25000.0,8.33,494,32,2023-12-23
LN-115252,Ling Campbell,36,F,London,Gig/Freelance,2790.0,BR001,OF013,SME,20000.0,8.91,653,51,22 January 2024
LN-100122,Cormac Nowak,43,F,Edinburgh,Gig/Freelance,6496.0,BR008,OF006,SME,16600.0,11.72,599,26,2023-12-31
LN-104366,Harry Walsh,50,M,Manchester,Salaried,896.0,BR002,OF033,Personal,4600.0,12.81,702,31,30 November 2024
LN-114315,Isla Liu,34,M,BIRMINGHAM,Self-Employed,4917.0,BR003,OF005,Personal,25000.0,11.03,497,26,2024-09-19
LN-113857,Anna Hassan,32,M,Bristol,Public Sector,1179.0,BR006,OF007,Auto,11900.0,5.4,673,53,14/11/2024
LN-102302,Grzegorz Ahmed,32,F,Liverpool,Public Sector,2012.0,BR007,OF040,Mortgage,100100.0,3.43,525,162,28 April 2024
LN-107397,Marcus Patel,28,M,Liverpool,Salaried,1807.0,BR007,OF017,Personal,3900.0,8.12,616,15,23/04/2024
LN-111609,Leah Wojcik,34,M,Liverpool,Self-Employed,6439.0,BR007,OF027,Auto,60000.0,7.51,489,44,2024-01-09
LN-117467,Wei Murray,34,M,Liverpool,Salaried,4698.0,BR007,OF001,SME,89500.0,10.3,501,56,5 March 2024
LN-105820,Bilal Lewandowski,31,M,Birmingham,Public Sector,1628.0,BR003,OF031,Personal,5100.0,14.5,505,33,2024-07-31
LN-109197,Agnieszka Wojcik,50,F,Birmingham,Gig/Freelance,800.0,BR003,OF010,Personal,1500.0,9.24,589,23,2024-11-21
LN-111652,Xin Taylor,36,M,birmingham,Gig/Freelance,1904.0,BR003,OF010,Auto,"£48,600",7.52,493,43,2023-12-30
LN-112503,Zara Murray,28,M,Glasgow,Salaried,1426.0,BR005,OF011,Personal,4500.0,9.33,579,21,9 October 2023
LN-117433,Piotr Mensah,27,F,Liverpool,Gig/Freelance,4530.0, BR007 ,OF001,Personal,18200.0,10.51,501,26,09/11/2024
LN-108880,Thomas Choudhury,29,M,Sheffield,Salaried,3204.0,BR010,OF019,Mortgage,50500.0,5.43,784,298,7 July 2024
LN-103055,Grzegorz Mensah,41,F,Newcastle,Salaried,4267.0,BR009,OF035,Mortgage,239400.0,4.35,645,141,2024-04-02
LN-103566,Imran Lewandowski,45,F,Edinburgh,Self-Employed,3079.0,BR008,OF003,SME,"£13,700",11.1,569,33,05/11/2023
LN-100048,Jack Doyle,34,F,Manchester,Self-Employed,5643.0,BR002,OF033,SME,80100.0,6.91,574,52,10/10/2023
LN-110324,Omar Liu,28,M,Liverpool,Salaried,1512.0,BR007,OF030,Mortgage,40000.0,3.84,481,60,26/12/2023
LN-100501,Isla Tanaka,45,M,Newcastle,Self-Employed,5638.0,BR009,OF018,Auto,60000.0,7.43,515,33,2024-09-22
LN-103185,Anna Wong,28,F,Edinburgh,Self-Employed,2385.0,BR008,OF003,Personal,23700.0,11.06,537,35,8 February 2024
LN-113850,Tomasz Asante,33,M,Birmingham,Salaried,3062.0,BR003,OF021,Auto,47900.0,6.01,483,25,2024-03-17
LN-100229,Imran Abara,27,F,Edinburgh,Public Sector,2020.0,BR008,OF003,Personal,6400.0,10.78,558,28,14/03/2024
LN-119744,Damian Chen,42,F,Newcastle,Self-Employed,2538.0, BR009 ,OF018,SME,26800.0,8.44,650,39,17/12/2023
LN-112193,Piotr Nwosu,36,F,Edinburgh,Public Sector,1968.0,BR008,OF006,Personal,4400.0,12.1,575,23,22/10/2024
LN-102824,Harry Murray,36,M,Liverpool,gig/freelance,2731.0,BR007,OF001,Personal,7400.0,13.99,576,14,28/12/2023
LN-108772,George Chen,39,F,Birmingham,Public Sector,1617.0,BR003,OF031,Mortgage,40000.0,5.65,508,76,2024-10-04
LN-119740,Fatima Hassan,29,F,Newcastle,PUBLIC SECTOR,1214.0,BR009,OF018,Mortgage,"£40,000",4.04,580,230,30/06/2024
LN-103007,Jun Wojcik,28,M,Birmingham,Salaried,3031.0,BR003,OF010,Mortgage,40000.0,5.02,525,78,22 August 2024
LN-114158,Leah Choudhury,35,F,Liverpool,Public Sector,2417.0,BR007,OF040  ,Personal,5400.0,9.99,648,15,2024-04-08
LN-117252,Amelia Kowalski,24,F,SHEFFIELD,Salaried,3196.0,BR010,OF019,Personal,25000.0,14.96,559,28,2024-01-29
LN-104305,Ewa Begum,50,M,Sheffield,Public Sector,1427.0,BR010,OF039,Auto,10600.0,7.0,0,51,2024-05-31
LN-119658,Thomas Khan,41,F,Birmingham,Public Sector,2541.0,BR003,OF005,SME,28300.0,10.55,555,54,27/09/2024
LN-101074,Piotr Wallace,38,M,Birmingham,Public Sector,2001.0,BR003,OF005,Auto,6800.0,9.73,626,54,29/10/2024
LN-110942,Isla Patel,37,M,Sheffield,self-employed,1618.0, BR010 ,OF034,Auto,19700.0,8.1,561,48,19 May 2024
LN-117536,Zara Ahmed,42,M,GLASGOW,Gig/Freelance,2103.0,BR005,OF036  ,SME,35900.0,8.09,593,59,29 October 2023
LN-113267,Omar Wallace,46,M,Birmingham,Salaried,1615.0,BR003,OF012,SME,6500.0,6.52,602,26,2024-09-14
LN-107653,Hana Doyle,38,F,Liverpool,Salaried,4443.0,BR007,OF001,SME,24500.0,9.62,669,49,14 March 2024
LN-107210,Kasia Okafor,41,M,Liverpool,Public Sector,3615.0,BR007,OF002,Mortgage,"£244,600",5.55,558,252,17/02/2024
LN-102944,Femi Kaminski,33,F,Birmingham,public sector,2569.0,BR003,OF021,Mortgage,98700.0,4.7,615,110,27/04/2024
LN-112780,Hana Taylor,43,M,Edinburgh,Gig/Freelance,4292.0,BR008,OF003,Personal,8000.0,9.21,619,34,2024-06-03
LN-110910,Zara Zielinski,31,F,Liverpool,Gig/Freelance,1428.0,BR007,OF028,Personal,6200.0,11.27,494,29,02/12/2023
LN-115336,Femi Zielinski,35,F,Liverpool,public sector,1467.0,BR007,OF002,Auto,13500.0,8.21,690,55,19/01/2024
LN-117413,Amelia Al-Farsi,30,M,Liverpool,Gig/Freelance,3886.0,BR007,OF017  ,Personal,5500.0,11.69,626,25,21 May 2024
LN-108638,Jack Murray,25,F,Birmingham,Public Sector,1857.0,BR003,OF008,Mortgage,74400.0,4.88,456,122,14/06/2024
LN-110362,Agnieszka Asante,51,M,Leeds,Gig/Freelance,2621.0,BR004,OF024,Personal,6700.0,9.96,523,27,15/02/2024
LN-104433,Omar Tanaka,38,M,Birmingham,Gig/Freelance,1780.0,BR003,OF021,Personal,3800.0,13.69,624,31,2024-12-07
LN-114875,Anna Asante,41,M,Liverpool,Salaried,2576.0,BR007,OF016,Auto,8700.0,5.87,610,40,09/10/2024
LN-104161,Fatima Begum,33,F,Birmingham,Salaried,1035.0,BR003,OF031,Mortgage,40000.0,5.02,585,188,2024-08-22
LN-103117,Arjun Asante,29,F,Liverpool,Public Sector,1823.0,BR007,OF022,Mortgage,50100.0,4.66,470,104,24/02/2024
LN-117686,Eilidh Evans,55,M,Birmingham,Gig/Freelance,1319.0,BR003,OF012  ,SME,7600.0,6.08,456,33,11/07/2024
LN-106878,Oliver Hassan,40,M,Sheffield,Salaried,889.0,BR010,OF015  ,Auto,6800.0,9.96,-1,48,2024-03-11
LN-117438,Wojciech Smith,27,M,Bristol,Salaried,3047.0,BR006,OF032,Personal,10200.0,14.14,635,16,2024-01-25
LN-110260,Harry Begum,39,F,Birmingham,Self-Employed,5516.0, BR003 ,OF021,SME,13100.0,6.85,630,28,2024-08-22
LN-111232,Fatima Byrne,22,F,Liverpool,gig/freelance,1751.0,BR007,OF027,Personal,13500.0,14.0,602,30,15 December 2023
LN-105322,Chidinma Doyle,37,M,birmingham,Public Sector,1579.0,BR003,OF010,Auto,28400.0,9.87,603,57,2024-03-18
LN-114765,Amelia Kowalski,33,F,Birmingham,salaried,1950.0,BR003,OF005,Auto,40700.0,8.96,445,37,28/11/2024
LN-113885,Tomasz Nowak,48,F,Edinburgh,public sector,2090.0,BR008,OF006,Mortgage,"£97,600",5.81,562,154,2024-08-10
LN-102419,Sophie Hussain,45,M,Glasgow,Self-Employed,2002.0,BR005,OF011,Personal,15200.0,10.93,644,32,18/05/2024
LN-118862,Rhys Boateng,40,F,Birmingham,Public Sector,1402.0, BR003 ,OF010,SME,5000.0,11.56,632,30,2024-08-27
LN-117305,Wei Abara,41,F,Birmingham,Self-Employed,7035.0,BR003,OF005,Auto,"£60,000",5.76,639,41,08/04/2024
LN-107170,Tanya Nwosu,27,M,Birmingham,Gig/Freelance,1870.0,BR003,OF012,Personal,16500.0,12.06,530,32,28 November 2024
LN-115005,Niamh Okafor,28,M,Liverpool,Salaried,2016.0,BR007,OF017,SME,"£8,000",11.56,634,54,23 December 2024
LN-114439,Noor Zhang,33,M,Edinburgh,Public Sector,1786.0,BR008,OF006,Mortgage,40000.0,5.63,431,75,2024-06-23
LN-101017,Priya Taylor,36,M,sheffield,Self-Employed,1332.0,BR010,OF034  ,Personal,2200.0,13.09,695,28,2024-11-25
LN-113357,Isla Byrne,30,F,Sheffield,Salaried,1771.0,BR010,OF019,Mortgage,87700.0,5.48,508,186,11/08/2024
LN-112469,Layla Liu,44,F,Liverpool,Self-Employed,1159.0,BR007,OF022,Auto,3600.0,9.13,637,28,2024-04-18
LN-108540,Shanice Kaminski,32,M,Leeds,Salaried,1719.0,BR004,OF024,Auto,17400.0,9.54,0,26,2024-03-10
LN-107743,Oliver Campbell,41,M,Sheffield,Salaried,1468.0,BR010,OF015,Auto,7200.0,8.68,611,28,2024-09-13
LN-101928,Emily Liu,21,F,Liverpool,Public Sector,2096.0,BR007,OF022,Auto,23200.0,5.25,638,49,24/10/2023
LN-118760,Harry Campbell,37,M,Liverpool,Self-Employed,2226.0,BR007,OF016,SME,"£10,700",11.75,606,31,16/11/2023
LN-100350,Declan Campbell,28,M,Sheffield,Self-Employed,2096.0,BR010,OF039,Personal,7700.0,14.76,603,13,2024-10-08
LN-115331,Cormac Sheikh,39,M,Glasgow,Salaried,1783.0,BR005,OF036,Auto,7100.0,6.39,589,51,4 April 2024
LN-100223,Omar Asante,42,F,Newcastle,Public Sector,2294.0,BR009,OF035,Mortgage,50500.0,3.08,604,172,2024-05-03
LN-106030,Sophie Al-Farsi,37,M,Bristol,Salaried,3300.0,BR006,OF007,Personal,7000.0,13.15,639,22,2023-11-05
LN-119472,Shanice Adeyemi,27,M,Bristol,Public Sector,1565.0,BR006,OF032,Personal,10800.0,11.75,600,29,2024-06-29
LN-119436,Amelia Nowak,37,M,Glasgow,Salaried,2774.0,BR005,OF014,Mortgage,125200.0,3.13,560,119,2023-10-19
LN-109179,Fraser Patel,40,M,Leeds,Gig/Freelance,2935.0,BR004,OF029,SME,11100.0,11.84,540,30,13/01/2024
LN-116741,Sophie Taylor,30,F,Liverpool,Self-Employed,2750.0,BR007,OF030,SME,"£5,400",8.86,698,34,18 August 2024
LN-102500,Omar Owusu,47,M,LIVERPOOL,Public Sector,1402.0,BR007,OF017,Mortgage,57500.0,5.32,509,220,19/08/2024
LN-119158,Siobhan Wojcik,40,M,Birmingham,Public Sector,2560.0,BR003,OF008,Mortgage,100400.0,4.88,506,280,03/12/2023
LN-115955,Amelia Malik,30,F,London,Salaried,2406.0,BR001,OF009,Personal,18000.0,8.95,457,17,15/11/2023
LN-100564,Oliver Wallace,33,M,liverpool,GIG/FREELANCE,,BR007,OF017,Auto,3000.0,6.97,647,33,09/12/2023
LN-109774,Sophie Adeyemi,41,M,Leeds,Self-Employed,2296.0,BR004,OF038,Personal,6800.0,13.54,486,12,16/03/2024
LN-110367,Thomas Ahmed,56,M,Liverpool,Self-Employed,1479.0, BR007 ,OF022,Auto,12300.0,5.13,671,40,30 November 2024
LN-108089,Shanice Saleh,33,F,LONDON,Gig/Freelance,1372.0,BR001,OF013,SME,20400.0,6.92,483,33,2024-02-27
LN-116396,Wojciech Kowalski,21,F,Liverpool,Gig/Freelance,1374.0, BR007 ,OF022  ,Auto,6800.0,9.7,0,56,2024-08-03
LN-115059,Hana Al-Farsi,44,F,Liverpool,Self-Employed,2693.0,BR007,OF040,Personal,5500.0,8.43,486,12,12/08/2024
LN-103385,Leah Lewandowski,48,M,Glasgow,Public Sector,3305.0,BR005,OF036,Personal,10000.0,8.08,502,30,2024-05-31
LN-103933,Amelia Lewandowski,36,M,Liverpool,Salaried,,BR007,OF040,Personal,21300.0,10.08,604,31,2024-10-04
LN-107959,Aoife Kowalski,35,M,Liverpool,Salaried,,BR007,OF016,Personal,25000.0,9.65,566,27,4 December 2024
LN-102707,Bilal Hussain,52,M,Liverpool,Salaried,914.0,BR007,OF040,Mortgage,"£40,000",3.7,700,292,8 November 2024
LN-102790,Anna Tanaka,28,M,Leeds,Salaried,5313.0,BR004,OF024,Mortgage,243200.0,5.23,567,190,10/10/2024
LN-103446,Ewa Al-Farsi,24,M,Edinburgh,Salaried,,BR008,OF003,Mortgage,40000.0,5.32,452,172,24 October 2023
LN-115214,Eilidh Iqbal,33,M,Glasgow,Self-Employed,1051.0,BR005,OF036  ,Personal,9200.0,8.39,634,23,24/05/2024
LN-103535,Chidinma Owusu,28,F,Leeds,Gig/Freelance,2517.0,BR004,OF025,SME,10500.0,10.84,618,57,2024-12-19
LN-110920,Aoife Campbell,33,M,Bristol,Gig/Freelance,923.0, BR006 ,OF032,SME,8800.0,11.94,508,43,2024-05-26
LN-115975,Marta Lewandowski,30,F,Liverpool,Public Sector,2089.0,BR007,OF016,Mortgage,40000.0,5.85,611,83,8 June 2024
LN-115377,Dariusz Nwosu,21,F,Edinburgh,Public Sector,1827.0,BR008,OF003,Auto,8900.0,9.19,661,32,22/12/2024
LN-111931,Grzegorz Begum,53,F,Liverpool,Self-Employed,1250.0,BR007,OF001,Personal,10600.0,13.68,505,24,14/01/2024
LN-119920,Wei Asante,43,M,Leeds,public sector,2919.0,BR004,OF024,Mortgage,40000.0,3.16,504,63,21 June 2024
LN-117819,Eilidh Wong,36,F,BIRMINGHAM,gig/freelance,2498.0,BR003,OF010,SME,17300.0,9.14,538,48,31/03/2024
LN-107525,Jack Okafor,32,M,Bristol,Gig/Freelance,3910.0,BR006,OF032,Auto,29800.0,5.31,679,59,1 March 2024
LN-100821,Hana Boateng,41,M,London,Public Sector,1508.0,BR001,OF023,Auto,6400.0,5.13,643,27,2024-04-25
LN-110255,Ceri Zhang,38,F,Sheffield,Public Sector,1944.0, BR010 ,OF039,Mortgage,123900.0,3.39,605,191,27 April 2024
LN-118606,Ceri Nwosu,33,M,Liverpool,Self-Employed,3482.0,BR007,OF028,SME,34800.0,10.91,679,36,21 June 2024
LN-108278,Aisha Liu,33,F,Birmingham,Public Sector,1601.0,BR003,OF031,Personal,10300.0,8.27,536,22,11/09/2024
LN-108273,George Boateng,30,M,Liverpool,Self-Employed,1433.0,BR007,OF002,Auto,20200.0,5.73,513,46,13 October 2024
LN-116348,Fraser Choudhury,45,F,London,Salaried,2041.0,BR001,OF009,Personal,13000.0,11.37,551,18,03/11/2023
LN-119392,Marcus Tanaka,48,M,Glasgow,Self-Employed,1134.0,BR005,OF011,SME,"£5,000",7.6,641,54,2024-08-01
LN-110889,Jun Okafor,30,F,Sheffield,Public Sector,2917.0,BR010,OF019,Personal,19900.0,9.84,578,20,20/07/2024
LN-109023,Xin Suzuki,44,M,Sheffield,Salaried,1328.0,BR010,OF039,Personal,5500.0,8.46,999,15,06/02/2024
LN-112018,Leah Murray,40,F,London,Public Sector,1793.0,BR001,OF023,Auto,11600.0,5.17,610,25,24/02/2024
LN-107645,Jun Kaminski,38,F,Liverpool,Gig/Freelance,918.0,BR007,OF040,Personal,2800.0,10.18,0,15,2024-08-28
LN-119359,Kwame Evans,50,F,Manchester,self-employed,3800.0,BR002,OF033,SME,57800.0,8.47,467,37,2024-06-17
LN-116684,Faisal Iqbal,23,M,Birmingham,Gig/Freelance,1127.0,BR003,OF021,Personal,7300.0,10.27,539,18,2024-11-17
LN-102833,Fatima Evans,63,M,Sheffield,Salaried,1574.0,BR010,OF034,Personal,"£10,400",13.77,582,18,2023-11-12
LN-111238,Fraser Abara,50,F,Bristol,Self-Employed,1697.0,BR006,OF007,Auto,6300.0,7.67,625,24,2023-12-02
LN-110372,Layla Evans,42,F,Edinburgh,Salaried,2516.0,BR008,OF003,Personal,4600.0,10.66,555,18,02/09/2024
LN-107406,Cian Chen,32,F,Liverpool,Public Sector,2783.0,BR007,OF028,Personal,5800.0,9.66,546,14,2023-12-23
LN-114891,Imran Liu,59,F,Liverpool,Public Sector,3302.0,BR007,OF022,Auto,12900.0,9.48,422,49,17/05/2024
LN-119195,Damian Liu,55,F,Leeds,Salaried,3130.0,BR004,OF025,Mortgage,52700.0,3.21,641,185,2024-11-02
LN-108240,Marta Tanaka,32,M,Sheffield,Self-Employed,1832.0,BR010,OF020,SME,14800.0,9.91,471,49,24 August 2024
LN-111940,Tanya Taylor,28,M,London,Salaried,2136.0,BR001,OF013,Auto,"£13,200",8.3,571,47,26/03/2024
LN-112802,Sana Boateng,36,M,London,Public Sector,2344.0,BR001,OF009,Mortgage,40000.0,3.37,774,266,24/11/2023
LN-119863,Jack Murray,32,F,Bristol,Salaried,1905.0,BR006,OF032,Personal,8800.0,10.81,538,27,14/07/2024
LN-109979,Aoife Patel,33,M,Sheffield,Salaried,1531.0,BR010,OF015,Personal,10000.0,9.72,642,26,18 December 2023
LN-112833,Priya Diallo,43,M,Leeds,Self-Employed,4199.0,BR004,OF038,SME,105400.0,11.11,581,52,2024-06-23
LN-107768,Harry Kelly,30,F,Sheffield,salaried,2400.0,BR010,OF020,Personal,8300.0,12.25,684,27,08/12/2024
LN-117464,Faisal Adeyemi,34,M,Bristol,Self-Employed,5583.0,BR006,OF037,Personal,25000.0,14.03,542,14,2024-04-13
LN-104095,Anna Owusu,43,F,London,Public Sector,1785.0,BR001,OF023,Mortgage,40000.0,3.4,514,181,04/10/2024
LN-102689,Sana Taylor,44,F,Newcastle,Public Sector,2272.0,BR009,OF018,Personal,3900.0,11.01,618,26,30 November 2024
LN-101189,Leah Hassan,28,M,Bristol,Gig/Freelance,1393.0, BR006 ,OF007,Auto,3000.0,6.81,568,31,2024-06-14
LN-109285,Dariusz Wojcik,25,F,Sheffield,Self-Employed,1967.0, BR010 ,OF039  ,SME,11300.0,6.36,595,38,2024-08-19
LN-104845,Emily Hussain,23,F,Bristol,Salaried,2648.0,BR006,OF032  ,Personal,"£7,100",14.53,581,15,04/03/2024
LN-105210,Faisal Nwosu,27,F,Birmingham,Salaried,3119.0,BR003,OF021,SME,35900.0,6.68,580,41,15/11/2024
LN-103990,Kofi Khan,35,F,Liverpool,public sector,2363.0,BR007,OF002,Mortgage,40000.0,4.69,623,117,24/10/2024
LN-108060,Cormac Zhang,45,M,Liverpool,Gig/Freelance,2436.0,BR007,OF002,Auto,"£42,900",7.66,614,52,11/03/2024
LN-110565,Wei Owusu,30,F,Bristol,Gig/Freelance,2145.0,BR006,OF007,Personal,10700.0,12.33,747,31,08/08/2024
LN-105676,Damian Smith,24,F,Birmingham,Gig/Freelance,800.0,BR003,OF021,SME,14800.0,11.01,554,38,2024-07-29
LN-115959,Cormac Kaminski,34,M,Bristol,Salaried,1689.0,BR006,OF032,SME,"£14,100",6.51,723,24,2024-07-13
LN-110950,Wojciech Wong,30,M,Glasgow,Public Sector,2059.0,BR005,OF014,Auto,"£21,000",7.79,592,55,18 December 2024
LN-116411,Jun Chen,38,M,Sheffield,Gig/Freelance,,BR010,OF015,Auto,6800.0,7.19,459,24,2024-04-26
LN-116115,Fraser Owusu,41,M,Birmingham,Self-Employed,3066.0,BR003,OF031,Personal,5000.0,9.48,612,29,22/10/2023
LN-115942,Xin Suzuki,47,M,Leeds,Self-Employed,2243.0,BR004,OF024,Personal,25000.0,9.91,553,28,17/07/2024
LN-115115,Piotr Evans,34,M,Liverpool,Self-Employed,4309.0,BR007,OF016,Auto,14400.0,7.95,574,40,2024-12-09
LN-113811,Wojciech Okafor,52,M,Leeds,salaried,1954.0,BR004,OF038  ,Auto,11400.0,6.32,559,37,25/04/2024
LN-116277,Damian Owusu,25,M,Liverpool,Salaried,1953.0,BR007,OF022,Personal,6100.0,10.62,610,29,17 October 2023
LN-113618,Oliver Rahman,32,F,Leeds,Public Sector,,BR004,OF025  ,Mortgage,40000.0,4.42,999,151,2024-07-04
LN-103880,Niamh Hassan,52,M,Liverpool,Salaried,2321.0, BR007 ,OF028,SME,7400.0,6.97,573,35,23/11/2023
LN-116382,Grzegorz Iqbal,50,F,Liverpool,Gig/Freelance,2391.0,BR007,OF002,SME,"£28,300",11.28,538,40,2024-05-22
LN-114633,Faisal Wallace,31,M,Liverpool,Self-Employed,1073.0,BR007,OF030,Personal,1900.0,12.87,692,29,23/03/2024
LN-112900,Marcus Kowalski,39,F,Glasgow,Gig/Freelance,800.0,BR005,OF014,Personal,7800.0,10.55,467,23,05/09/2024
LN-104934,Emily Choudhury,36,M,Sheffield,Salaried,2473.0,BR010,OF020,SME,12700.0,11.09,581,24,18 June 2024
LN-114880,Layla Smith,21,F,Sheffield,Self-Employed,1901.0,BR010,OF034,SME,5000.0,9.45,502,25,21/08/2024
LN-119299,Sophie Wong,45,M,Liverpool,self-employed,3633.0,BR007,OF030,Auto,60000.0,5.53,663,58,2024-07-01
LN-111975,Chidinma Karimi,40,F,Liverpool,Public Sector,2349.0,BR007,OF017,Mortgage,52300.0,3.31,557,149,16/08/2024
LN-107746,Marcus Al-Farsi,35,F,Glasgow,Salaried,1703.0,BR005,OF036,SME,23700.0,11.2,515,45,2024-12-25
LN-116400,Tanya Hussain,52,M,Edinburgh,Salaried,2309.0,BR008,OF006,Mortgage,42700.0,3.67,558,152,22 December 2023
LN-105235,Yusuf Wong,46,F,Birmingham,Public Sector,2667.0,BR003,OF031,Auto,22500.0,7.89,0,40,24/07/2024
LN-103945,Anna Diallo,31,F,Liverpool,Self-Employed,,BR007,OF022,Personal,11000.0,12.01,0,18,2024-06-06
